0.052928,0.1702,0.90321,-0.095723,-0.15904,0.24635,0.11948,0.31983,0.1191,0.24139,0.36094,-0.92358,-0.083619,-0.11071,0.20019,0.17279,0.29283,0.20774,0.52558,0.25967,0.39975,0.21653,0.30048,-0.043882,-0.26861,0.78042,0.28628,-0.99952,0.16052,0.28654,-0.0037,0.18498,0.16176,-0.17768,-0.080665,0.23689,0.38581,0,0,0.3172,-0.32443,-0.039245,-0.048706,-0.21036,-0.53368,-0.1096,0.028592,0.26639,0.38741,-0.024323,0.17991,0.21728,0.43583,0.10898,0.13116,0.10291,0.040818,0.15618,-0.20184,0.20551,0.37951,0.32009,0.069847,0.64861,0.19509,-0.49304,0.14608,-0.11724,0.18527,-1.3016,-0.037169,-0.053753,-0.37988,0.071008,1.1646,0.41008,0.12211,0.082061,0.86157,0.27282,-0.16697,0.26017,0.10668,2.1832,0.060057,0.16889,-1.4306,0.072596,-0.23656,-0.18695,0.23355,0.016358,-0.35021,0.25749,0.43339,-2.3206,-0.3371,0.40305,0.060513,0.2206
0.084179,0.42789,0.39955,0.35947,0.18797,0.59389,0.012828,0.18801,0.38147,0.20247,0.32274,0.67707,-0.002153,0.020211,0.24929,0.023835,0.13137,-0.003804,0.81203,0.20604,0.48918,0.26687,0.38737,0.19511,-0.36826,0.57897,0.3787,-0.10347,0.19239,0.67276,0.55492,0.22583,-0.038843,0.18269,0.23659,0.40408,0.5106,0.32633,0.3406,0.22522,0.8547,-0.46452,0.22045,0.12619,-0.031957,-0.35011,0.15608,0.32438,-0.090785,0.25248,0.26621,0.28151,0.14827,0.47,-0.71651,0.68484,0.60227,0.1302,0.21591,0.23164,0.44622,0.34899,0.21821,0.65183,1.1551,-0.22668,0.20627,-0.007016,0.02817,0.78936,0.17343,0.19012,-0.18106,0.37585,1.9867,-0.31459,0.36613,-0.04938,0.56513,0.27616,-0.75554,0.27901,0.1771,0.424,0.28322,0.26457,0.44643,0.12039,-0.081675,-0.2228,0.15478,0.18898,-0.058078,0.56495,0.28746,-0.11288,-0.023161,0.40528,0.62151,0.34874
-0.19946,-0.29149,1.0616,0.21614,0.25088,0.42674,-0.15813,0.008768,0.20996,-0.13104,-0.03061,1.3304,-0.034468,0.12149,0.099434,-0.055102,-0.14087,-0.13429,0.79159,-0.16514,0.58871,0.41956,0.20661,0.17474,0.11198,-0.21801,-0.049756,-0.058156,-0.13246,0.41518,0.47921,0.1274,-0.11763,0.054335,0.014403,-0.28409,0.21725,-0.037676,0.40843,-0.005115,-0.029323,-0.212,-0.10032,0.16715,0.36378,-0.6798,-0.40761,0.087063,-0.25477,0.32191,0.51585,0.14975,-0.10464,0.43973,-1.2487,0.12335,0.25716,-0.21537,-0.038805,-0.15249,0.075002,0.30934,0.30558,0.40784,1.1192,-0.23711,-0.025549,-0.29327,-0.13663,0.80396,0.19312,0.14144,-0.12096,0.34639,1.6489,0.33324,0.11114,-0.36543,0.14461,0.00337,-0.57739,-0.075936,0.038524,0.47224,0.050786,0.1439,0.62101,0.045448,0.002079,-0.41016,-0.20157,-0.043835,-0.17316,0.4388,-0.10817,0.96252,-0.30393,0.34354,0.40678,0.001045
-0.26094,-0.25632,0.7945,-0.098185,0.12326,0.17552,-0.2411,-0.18532,-0.33211,-0.19182,-0.34084,-0.047677,-0.16798,-0.18622,-0.20141,-0.25976,-0.006054,-0.2262,0.13937,-0.22102,0.26499,0.002755,0.079105,-0.10398,-0.21524,-0.14223,-0.22233,-0.22587,-0.18354,-0.13188,-0.018672,-0.10334,-0.11529,-0.068514,-0.011386,-0.073858,0.23439,-0.19513,0.36162,0.06244,-0.53455,-0.21165,-0.16203,-0.21795,0.12392,-0.67834,-0.073075,-0.013687,-0.008324,-0.11495,0.073002,-0.24678,0.11967,0.11845,-0.027272,-0.19596,0.18312,-0.24507,-0.40518,-0.4557,-0.073727,0.22304,-0.082921,-0.24366,0.054567,-0.39066,-0.26839,-0.10724,-0.15503,-0.094058,-0.33265,-0.11254,-0.43084,0.27341,-0.075956,-0.94324,0.01366,-0.18067,0.28157,-0.067236,0.090385,-0.11267,0.16696,0.98634,-0.096511,-0.23669,0.15511,0.093753,-0.23518,-0.6697,0.16619,-0.013384,-0.72068,0.24392,-0.047587,-0.45045,-0.53589,-0.15826,-0.024796,-0.079329
-0.26932,-0.34001,0.88293,0.20553,0.1669,0.00427,-0.33617,-0.2729,-0.006301,-0.1458,-0.19531,0.34843,-0.47784,0.061497,-0.4057,-0.41606,-0.35028,-0.46021,0.50058,-0.20666,-0.29534,0.33786,0.20554,-0.23719,0.10349,0.64365,-0.24979,-0.59686,-0.38455,0.54362,0.35261,-0.35585,-0.27717,0.009708,-0.090677,-0.078026,-0.003744,-0.326,0.074628,-0.03657,-0.10447,-0.23134,-0.063018,-0.19021,0.212,-0.060238,-0.072569,0.024011,-0.22744,-0.18969,0.15316,-0.49108,-0.26502,-0.18672,-0.40899,-0.57369,0.59659,-0.37068,-0.38287,-0.39283,0.002263,0.63975,-0.18151,0.28089,-0.40323,-0.30757,-0.13047,-0.28016,-0.4266,0.5668,-0.46511,-0.20544,-0.40017,0.2048,0.62421,-0.8497,0.11571,0.05977,0.88082,0.20792,-0.70735,-0.12559,0.25347,2.8522,-0.096133,-0.25134,0.1497,0.13955,-0.29386,-0.38947,-0.017277,-0.036428,-0.20027,0.034528,-0.2531,1.0276,-0.2653,-0.043546,0.26713,0.079992
-0.42735,0.11833,-0.2293,0,0.046985,-0.26197,-0.17544,0.40619,0.27063,-0.054156,0.029053,-0.53112,-0.31927,-0.22226,-0.038383,-0.11435,-0.22063,0.3942,-0.17692,0.2224,-0.15265,-0.009976,-0.22734,-0.13047,-0.5017,-0.16381,0.007131,0,0.30429,-0.076863,0.10602,0.28642,0.096013,-0.37368,0.009042,0.22664,-0.03564,0.053527,-0.17709,-0.046137,0.24703,-0.17837,-0.27301,-0.001782,-0.78208,-0.21981,0,-0.34901,0.11487,-0.33468,-0.44611,-0.15974,0.66039,-0.12941,-0.18626,-0.40461,-1.0621,-0.079996,-0.16978,0,0.39549,-1.601,-0.55346,0.55569,-0.11445,-0.25906,0,0.068833,0.48115,-0.27414,0.33521,-0.35157,0,-0.032098,-0.27341,-0.18418,-0.38333,-0.2822,-2.346,0,-0.44718,0.19414,0,-3.3484,-0.23816,0,-0.52455,-0.28123,-0.46211,-0.23208,0.12612,0.18733,-0.12426,0,0.50927,-0.76253,-0.26257,-0.27715,0.1131,-0.15524
-0.1074,0.029005,0.10388,0.12939,0.46436,-0.077314,-0.16131,0.063465,0.22406,0.042613,0.16824,-0.10402,-0.075995,0.15388,0.010391,0.042403,0.009753,-0.26647,0.1899,0.32818,0.10915,0.041918,0.11645,-0.20119,-0.0993,-0.32294,-0.19739,0.5272,-0.32445,0.004481,-0.12273,-0.42922,-0.24146,-0.34783,0.054887,0.17732,-0.34032,-0.28354,-0.34921,0.42718,0.042158,0.038285,-0.014358,-0.40651,-0.56598,0.049025,-0.14943,-0.0707,-0.13084,0.014828,-0.085119,-0.083446,-0.20793,-0.23629,0.44334,-0.62794,-0.046533,0.10807,-0.22033,-0.32292,-0.078187,0.20475,0.81527,0.029116,0.18854,-0.46688,0.18397,-0.19533,-0.41494,0.28255,-0.234,-0.23718,-0.29197,0.072691,0.06091,-1.066,-0.087125,-0.090681,-0.004909,0.051322,-0.014217,-0.179,-0.051498,0.88054,-0.24332,-0.20267,-0.002754,-0.1603,-0.32529,0.12931,0.062948,-0.3924,0.057445,-0.47414,-0.1214,0.50912,-0.17388,-0.48925,0.002257,0.013211
-0.39508,-0.38293,0.72979,0.29073,-0.34611,0.29228,-0.45954,-0.20895,-0.16292,-0.34642,-0.17624,0.30356,-0.40795,0.060238,-0.1241,-0.12352,-0.10824,-0.46187,0.21838,-0.028879,0.035324,-0.14594,0.22827,-0.38318,-0.10086,0.07581,-0.14696,-0.43852,-0.21524,0.43873,-0.61646,-0.17579,-0.42895,-0.28054,0.083618,-0.47129,0.25486,-0.089529,0.26814,0.48854,0.41056,-0.23472,-0.28882,-0.026629,-0.053765,-0.67934,-0.20702,-0.84546,-0.28992,-0.1167,-0.17564,-0.41246,0.17376,0.13335,-0.19347,-0.012306,0.28573,-0.29479,-0.39652,-0.39039,-0.11648,0.35801,-0.24068,0.2825,0.39003,-0.096987,-0.028489,-0.1892,-0.12107,0.30195,-0.1328,-0.027283,-0.52008,0.32665,0.87293,-0.4209,-0.27987,-0.013905,0.83368,0.22326,-1.6068,-0.009816,-0.006301,0.92614,0.018506,-0.11059,0.66614,0.059325,-0.4067,-0.50366,0.10123,-1.1373,-0.66038,0.26694,-0.08265,1.6914,-0.46131,-0.090022,1.9226,0.16977
0.014682,0.29019,-0.031714,-0.22335,-0.34695,0.41681,-0.051481,0.25596,0.03004,0.15361,0.25948,-1.1229,0.005722,-0.20892,0.097984,0.10019,0.035436,0.14818,0.72686,0.22608,0.32072,0.19441,-0.055617,-0.08644,-0.31462,0.33057,0.20078,-0.17202,0.27701,0.49199,0.33161,0.21488,0.005931,0.092242,-0.048219,0.29236,0.46396,0.063122,0.023723,0.003967,0.034172,-0.20139,-0.14794,-0.41172,-0.28904,-0.47826,0.1049,0.1089,0.39162,-0.034372,0.21327,0.21202,0.37038,0.11509,-0.95455,0.15939,0.32037,0.045395,-0.259,0.23309,0.40148,0.4624,0.15189,0.38257,0.62158,-0.5904,0.040838,0.16497,0.068018,-1.2183,0.17863,-0.10951,-0.40793,0.28332,0.77928,-0.59756,0.001046,-0.34059,0.89872,0.25669,-0.00962,0.35332,0.10443,2.4755,0.16574,-0.066702,-1.2775,-0.049528,-0.001843,-0.15509,-0.039089,0.059117,-0.20474,0.16399,0.42823,-1.2668,-0.34712,-0.087377,-0.19685,-0.043003
-0.22133,-0.2961,0.78181,-0.46114,-0.35047,0.19814,-0.28341,-0.091227,-0.39382,-0.26749,-0.16453,0.15156,-0.002043,-0.33724,-0.051008,-0.020547,-0.15291,-0.001709,-0.028972,-0.36833,0.25967,-0.08404,-0.098282,-0.23598,-0.26044,-0.12524,-0.21421,0.13193,-0.20382,0.098393,0.22833,0.070889,-0.20943,-0.15623,-0.26898,-0.093964,0.41485,-0.084903,-0.096019,-0.3658,-0.27868,-0.29093,-0.1554,-0.47445,-0.29104,-0.60217,-0.14876,-0.00998,0.31444,-0.12253,-0.30408,-0.19002,0.11202,-0.033335,-0.85878,-0.27172,-0.080818,-0.28781,-0.52487,-0.43117,0.049978,0.216,0.059448,0.074948,0.66108,-0.64452,-0.1162,0.028537,0.002534,-0.34322,-0.12773,-0.21613,-0.4792,-0.25235,-0.26272,-0.70447,-0.16509,-0.59583,0.35262,-0.005417,-0.25393,-0.017094,-0.24111,0.52955,0.019733,-0.28056,0.54761,-0.095828,-0.35547,-0.6075,-0.28501,-0.054067,-0.48979,0.22834,0.010959,0.88283,-0.61188,0.055217,0.17297,-0.064041
